,Stock_name,P/L,WL_ratio,Avg_win,Avg_loss
0,NSEBANK,1394.5234375,1.4285714285714286,109.6337890625,-57.01088169642857
1,CIPLA,49.2059326171875,0.8888888888888888,6.325386047363281,-2.8889024522569446
2,BAJFINANCE,278.24462890625,0.8823529411764706,30.6896484375,-10.711770450367647
3,TATACONSUM,5.2998046875,0.5263157894736842,5.669970703125,-2.7052580180921053
4,SHRIRAMFIN,135.04150390625,1.1,14.461004083806818,-9.155029296875
5,TITAN,240.949462890625,1.6666666666666667,15.2974853515625,-5.41668701171875
6,WIPRO,46.1490478515625,1.5384615384615385,3.36495361328125,-1.6269249549278846
7,RELIANCE,-37.699462890625,0.6428571428571429,6.244520399305555,-6.7071533203125
8,TATASTEEL,1.30987548828125,0.75,0.6308237711588541,-0.3912506103515625
9,ITC,26.7999267578125,1.2666666666666666,2.1657827276932564,-0.9566630045572917
10,HINDALCO,64.44830322265625,1.3333333333333333,5.19742431640625,-2.633345540364583
