,candle_no,entry,entry_date,sl,target_price,sl_size,P/L,trade_status
0,47,1115.9000244140625,2024-10-16 14:45:00+00:00,1115.0,1116.800048828125,0.9000244140625,-0.9000244140625,Closed
1,50,1112.449951171875,2024-10-17 09:15:00+00:00,1108.8499755859375,1116.0499267578125,3.5999755859375,-3.5999755859375,Closed
2,52,1108.5999755859375,2024-10-17 09:45:00+00:00,1107.300048828125,1109.89990234375,1.2999267578125,-1.2999267578125,Closed
3,92,1089.3499755859375,2024-10-18 13:30:00+00:00,1091.89990234375,1094.4498291015625,2.5499267578125,2.5499267578125,Closed
4,110,1008.8499755859375,2024-10-21 11:45:00+00:00,1019.699951171875,1030.5499267578125,10.8499755859375,10.8499755859375,Closed
5,113,1017.1500244140625,2024-10-21 12:30:00+00:00,1010.2999877929688,1024.0000610351562,6.85003662109375,-6.85003662109375,Closed
6,160,1007.5499877929688,2024-10-23 11:45:00+00:00,1007.2999877929688,1007.7999877929688,0.25,-0.25,Closed
7,161,1005.9000244140625,2024-10-23 12:00:00+00:00,1012.4002685546875,1013.7003173828125,1.300048828125,6.500244140625,Closed
8,237,980.0,2024-10-28 12:15:00+00:00,978.4500122070312,981.5499877929688,1.54998779296875,-1.54998779296875,Closed
9,272,990.8499755859375,2024-10-29 14:45:00+00:00,1009.7486572265625,1010.4486083984375,0.699951171875,18.898681640625,Closed
10,301,1009.0,2024-10-31 09:30:00+00:00,1002.0,1016.0,7.0,-7.0,Closed
11,377,1007.5999755859375,2024-11-06 09:45:00+00:00,1001.5,1013.699951171875,6.0999755859375,-6.0999755859375,Closed
12,423,984.5,2024-11-07 15:00:00+00:00,991.5999755859375,995.1499633789062,3.54998779296875,7.0999755859375,Closed
13,445,994.2999877929688,2024-11-08 14:15:00+00:00,995.5999755859375,996.8999633789062,1.29998779296875,1.29998779296875,Closed
14,450,992.0,2024-11-11 09:15:00+00:00,985.9000244140625,998.0999755859375,6.0999755859375,-6.0999755859375,Closed
15,460,993.9000244140625,2024-11-11 11:45:00+00:00,991.9500122070312,995.8500366210938,1.95001220703125,-1.95001220703125,Closed
