,candle_no,entry,entry_date,sl,target_price,sl_size,P/L,trade_status
18,449,480.1000061035156,2024-11-05 09:55:00+00:00,480.9999694824219,481.14996337890625,0.149993896484375,0.89996337890625,Closed
19,450,481.0,2024-11-06 03:45:00+00:00,482.20001220703125,483.4000244140625,1.20001220703125,1.20001220703125,Closed
20,513,482.45001220703125,2024-11-06 09:00:00+00:00,481.79998779296875,483.10003662109375,0.6500244140625,-0.6500244140625,Closed
21,515,482.20001220703125,2024-11-06 09:10:00+00:00,481.5,482.9000244140625,0.70001220703125,-0.70001220703125,Closed
22,518,481.54998779296875,2024-11-06 09:25:00+00:00,481.0,482.0999755859375,0.54998779296875,-0.54998779296875,Closed
23,555,477.95001220703125,2024-11-07 06:15:00+00:00,477.6499938964844,478.2500305175781,0.300018310546875,-0.300018310546875,Closed
24,584,477.0,2024-11-07 08:40:00+00:00,477.14996337890625,477.199951171875,0.04998779296875,0.14996337890625,Closed
25,597,477.6000061035156,2024-11-07 09:45:00+00:00,478.1000061035156,478.6000061035156,0.5,0.5,Closed
26,656,477.95001220703125,2024-11-08 08:25:00+00:00,477.6499938964844,478.2500305175781,0.300018310546875,-0.300018310546875,Closed
27,672,479.54998779296875,2024-11-08 09:45:00+00:00,477.20001220703125,481.89996337890625,2.3499755859375,-2.3499755859375,Closed
28,681,479.25,2024-11-11 04:15:00+00:00,477.8999938964844,480.6000061035156,1.350006103515625,-1.350006103515625,Closed
29,685,477.75,2024-11-11 04:35:00+00:00,480.8499755859375,482.39996337890625,1.54998779296875,3.0999755859375,Closed
30,691,481.20001220703125,2024-11-11 05:05:00+00:00,479.3999938964844,483.0000305175781,1.800018310546875,-1.800018310546875,Closed
31,719,479.70001220703125,2024-11-11 07:25:00+00:00,479.45001220703125,479.95001220703125,0.25,-0.25,Closed
32,721,479.3500061035156,2024-11-11 07:35:00+00:00,479.04998779296875,479.6500244140625,0.300018310546875,-0.300018310546875,Closed
33,741,477.25,2024-11-11 09:15:00+00:00,477.75,478.25,0.5,0.5,Closed
34,744,476.70001220703125,2024-11-11 09:30:00+00:00,477.5000305175781,478.300048828125,0.800018310546875,0.800018310546875,Closed
35,772,475.6499938964844,2024-11-12 05:35:00+00:00,474.95001220703125,476.3499755859375,0.699981689453125,-0.699981689453125,Closed
36,777,475.20001220703125,2024-11-12 06:00:00+00:00,475.0,475.4000244140625,0.20001220703125,-0.20001220703125,Closed
37,812,476.1000061035156,2024-11-12 08:55:00+00:00,475.75,476.45001220703125,0.350006103515625,-0.350006103515625,Closed
38,867,472.6000061035156,2024-11-13 07:15:00+00:00,471.8999938964844,473.3000183105469,0.70001220703125,-0.70001220703125,Closed
39,968,464.95001220703125,2024-11-14 09:25:00+00:00,466.95013427734375,467.35015869140625,0.4000244140625,2.0001220703125,Closed
40,975,463.8500061035156,2024-11-18 03:45:00+00:00,464.3000183105469,464.7500305175781,0.45001220703125,0.45001220703125,Closed
41,987,465.1499938964844,2024-11-18 04:45:00+00:00,464.0,466.29998779296875,1.149993896484375,-1.149993896484375,Closed
42,1009,464.5,2024-11-18 06:35:00+00:00,466.14996337890625,466.699951171875,0.54998779296875,1.64996337890625,Closed
43,1049,466.54998779296875,2024-11-18 09:55:00+00:00,469.94915771484375,469.9991455078125,0.04998779296875,3.399169921875,Closed
44,1057,471.8999938964844,2024-11-19 04:20:00+00:00,471.29998779296875,472.5,0.600006103515625,-0.600006103515625,Closed
45,1117,470.20001220703125,2024-11-19 09:20:00+00:00,469.95001220703125,470.45001220703125,0.25,-0.25,Closed
46,1124,467.3500061035156,2024-11-19 09:55:00+00:00,466.1499938964844,468.5500183105469,1.20001220703125,-1.20001220703125,Closed
47,1145,461.6499938964844,2024-11-21 05:25:00+00:00,462.75,463.8500061035156,1.100006103515625,1.100006103515625,Closed
48,1149,463.6000061035156,2024-11-21 05:45:00+00:00,462.6000061035156,464.6000061035156,1.0,-1.0,Closed
49,1150,462.20001220703125,2024-11-21 05:50:00+00:00,462.04998779296875,462.35003662109375,0.1500244140625,-0.1500244140625,Closed
