,candle_no,entry,entry_date,sl,target_price,sl_size,P/L,trade_status
0,31,695.25,2024-10-28 06:20:00+00:00,695.0,695.5,0.25,-0.25,Closed
1,43,693.2999877929688,2024-10-28 07:20:00+00:00,690.7000122070312,695.8999633789062,2.5999755859375,-2.5999755859375,Closed
2,75,693.5,2024-10-29 03:45:00+00:00,688.7999877929688,698.2000122070312,4.70001220703125,-4.70001220703125,Closed
3,138,689.9500122070312,2024-10-29 09:00:00+00:00,692.3501586914062,692.9501953125,0.60003662109375,2.400146484375,Closed
4,150,690.4500122070312,2024-10-30 03:45:00+00:00,694.9000244140625,699.3500366210938,4.45001220703125,4.45001220703125,Closed
5,175,697.4000244140625,2024-10-30 05:50:00+00:00,695.9000244140625,698.9000244140625,1.5,-1.5,Closed
6,181,696.5499877929688,2024-10-30 06:20:00+00:00,696.75,696.9500122070312,0.20001220703125,0.20001220703125,Closed
7,225,686.25,2024-10-31 03:45:00+00:00,684.4500122070312,688.0499877929688,1.79998779296875,-1.79998779296875,Closed
8,232,679.9000244140625,2024-10-31 04:20:00+00:00,681.10009765625,681.5001220703125,0.4000244140625,1.2000732421875,Closed
9,253,683.5,2024-10-31 06:05:00+00:00,687.0,687.5,0.5,3.5,Closed
10,257,685.9500122070312,2024-10-31 06:25:00+00:00,688.0,690.0499877929688,2.04998779296875,2.04998779296875,Closed
11,293,685.0499877929688,2024-10-31 09:25:00+00:00,685.949951171875,686.2499389648438,0.29998779296875,0.89996337890625,Closed
12,299,686.0499877929688,2024-10-31 09:55:00+00:00,681.0,691.0999755859375,5.04998779296875,-5.04998779296875,Closed
13,338,665.5999755859375,2024-11-04 06:55:00+00:00,668.599853515625,669.1998291015625,0.5999755859375,2.9998779296875,Closed
14,386,685.0999755859375,2024-11-05 04:40:00+00:00,682.9500122070312,687.2499389648438,2.14996337890625,-2.14996337890625,Closed
15,419,687.0,2024-11-05 07:25:00+00:00,698.400146484375,699.3501586914062,0.95001220703125,11.400146484375,Closed
16,427,691.2999877929688,2024-11-05 08:05:00+00:00,696.2000122070312,698.6500244140625,2.45001220703125,4.9000244140625,Closed
17,439,697.75,2024-11-05 09:05:00+00:00,698.75,699.25,0.5,1.0,Closed
18,461,702.7999877929688,2024-11-06 04:40:00+00:00,701.5499877929688,704.0499877929688,1.25,-1.25,Closed
19,683,648.4000244140625,2024-11-11 04:25:00+00:00,653.0000610351562,657.60009765625,4.60003662109375,4.60003662109375,Closed
20,700,650.9000244140625,2024-11-11 05:50:00+00:00,650.5999755859375,651.2000732421875,0.300048828125,-0.300048828125,Closed
21,712,649.7999877929688,2024-11-11 06:50:00+00:00,653.1998901367188,654.0498657226562,0.8499755859375,3.39990234375,Closed
22,723,652.5499877929688,2024-11-11 07:45:00+00:00,650.9500122070312,654.1499633789062,1.5999755859375,-1.5999755859375,Closed
23,789,660.0,2024-11-12 07:00:00+00:00,659.2999877929688,660.7000122070312,0.70001220703125,-0.70001220703125,Closed
24,797,655.0,2024-11-12 07:40:00+00:00,653.9000244140625,656.0999755859375,1.0999755859375,-1.0999755859375,Closed
25,798,654.25,2024-11-12 07:45:00+00:00,652.8499755859375,655.6500244140625,1.4000244140625,-1.4000244140625,Closed
26,803,652.75,2024-11-12 08:10:00+00:00,655.1500244140625,656.3500366210938,1.20001220703125,2.4000244140625,Closed
27,821,651.5,2024-11-12 09:40:00+00:00,650.2000122070312,652.7999877929688,1.29998779296875,-1.29998779296875,Closed
28,824,651.6500244140625,2024-11-12 09:55:00+00:00,648.5499877929688,654.7500610351562,3.10003662109375,-3.10003662109375,Closed
29,881,629.5499877929688,2024-11-13 08:25:00+00:00,627.4500122070312,631.6499633789062,2.0999755859375,-2.0999755859375,Closed
30,884,628.4000244140625,2024-11-13 08:40:00+00:00,627.0999755859375,629.7000732421875,1.300048828125,-1.300048828125,Closed
31,952,629.2000122070312,2024-11-14 08:05:00+00:00,629.9500122070312,630.7000122070312,0.75,0.75,Closed
32,959,628.7999877929688,2024-11-14 08:40:00+00:00,626.25,631.3499755859375,2.54998779296875,-2.54998779296875,Closed
33,1003,655.8499755859375,2024-11-18 06:05:00+00:00,654.75,656.949951171875,1.0999755859375,-1.0999755859375,Closed
34,1006,655.0499877929688,2024-11-18 06:20:00+00:00,660.449951171875,662.2499389648438,1.79998779296875,5.39996337890625,Closed
35,1018,660.0499877929688,2024-11-18 07:20:00+00:00,661.3499145507812,661.9998779296875,0.64996337890625,1.2999267578125,Closed
36,1029,659.9500122070312,2024-11-18 08:15:00+00:00,657.5999755859375,662.300048828125,2.35003662109375,-2.35003662109375,Closed
37,1039,652.7000122070312,2024-11-18 09:05:00+00:00,653.3500366210938,654.0000610351562,0.6500244140625,0.6500244140625,Closed
38,1073,647.5499877929688,2024-11-19 05:40:00+00:00,648.5,649.4500122070312,0.95001220703125,0.95001220703125,Closed
39,1084,646.5499877929688,2024-11-19 06:35:00+00:00,648.0499877929688,648.7999877929688,0.75,1.5,Closed
40,1103,653.2000122070312,2024-11-19 08:10:00+00:00,651.9000244140625,654.5,1.29998779296875,-1.29998779296875,Closed
41,1108,649.5,2024-11-19 08:35:00+00:00,648.0,651.0,1.5,-1.5,Closed
42,1121,639.25,2024-11-19 09:40:00+00:00,650.4500122070312,661.6500244140625,11.20001220703125,11.20001220703125,Closed
43,1139,645.6500244140625,2024-11-21 04:55:00+00:00,648.4500732421875,649.85009765625,1.4000244140625,2.800048828125,Closed
44,1144,649.8499755859375,2024-11-21 05:20:00+00:00,646.0,653.699951171875,3.8499755859375,-3.8499755859375,Closed
