trade_order_id,smc_zone_candle_no,previous_candle_no_from_which_smc_zones_are_fetched,trade_entry_candle_no,trade_entry_price,smc_zone_open_price,smc_zone_close_price,trade_status,expected_stop_loss,expected_target,current_candle_no,current_candle_close_price,trade_exit_type,trade_exit_candle_no,trade_exit_price,trade_p_l,target_1_price,target_2_price,target_3_price,target_4_price,target_1_hit_flag,target_2_hit_flag,target_3_hit_flag,target_4_hit_flag,max_target_reached_till_now,trade_iteration_price_delta
1,60.0,63,64,1358.875,1358.5,1359.574951171875,Exited,-1.074951171875,2.14990234375,,,Stop Loss,66,1338.875,-20.0,20,40,80,120,0,0,0,0,,-3.7750244140625
2,69.0,70,71,1354.75,1353.449951171875,1355.800048828125,Exited,-2.35009765625,4.7001953125,,,Stop Loss,75,1334.75,-20.0,20,40,80,120,0,0,0,0,,-12.1500244140625
3,173.0,174,175,1336.8499755859375,1336.6500244140625,1339.675048828125,Exited,-3.0250244140625,6.050048828125,,,Stop Loss,176,1316.8499755859375,-20.0,20,40,80,120,0,0,0,0,,-3.2249755859375
4,285.0,291,292,1341.5999755859375,1338.25,1342.0,Exited,-3.75,7.5,,,Stop Loss,294,1321.5999755859375,-20.0,20,40,80,120,0,0,0,0,,-3.5999755859375
5,342.0,349,350,1292.3499755859375,1290.5,1293.0,Exited,-2.5,5.0,,,Stop Loss,360,1272.3499755859375,-20.0,20,40,80,120,0,0,0,0,,-2.9000244140625
6,351.0,358,359,1293.9000244140625,1290.0999755859375,1294.5999755859375,Exited,-4.5,9.0,,,Stop Loss,360,1273.9000244140625,-20.0,20,40,80,120,0,0,0,0,,-4.4500732421875
7,361.0,362,363,1291.300048828125,1288.5999755859375,1292.300048828125,Exited,-3.7000732421875,7.400146484375,,,Target Hit,425,1286.1500244140625,-5.1500244140625,20,40,80,120,1,0,0,0,20,-5.1500244140625
8,470.0,472,473,1272.0999755859375,1269.550048828125,1274.5,Exited,-4.949951171875,9.89990234375,,,Stop Loss,499,1252.0999755859375,-20.0,20,40,80,120,0,0,0,0,,-3.0499267578125
