Open,High,Low,Close,ser_no
742.0999755859375,747.1500244140625,739.2000122070312,743.9500122070312,50
743.8499755859375,743.8499755859375,737.2000122070312,740.0,51
740.2000122070312,740.9000244140625,738.25,739.25,52
741.7999877929688,743.0,740.4000244140625,742.9000244140625,56
739.2999877929688,739.9500122070312,737.8499755859375,737.8499755859375,60
739.2999877929688,739.4500122070312,736.4000244140625,737.5,62
736.4000244140625,736.9500122070312,734.0,735.5,64
733.7000122070312,737.0999755859375,733.7000122070312,737.0,67
733.8499755859375,737.5999755859375,732.9500122070312,737.0999755859375,70
736.5999755859375,736.6500244140625,734.2000122070312,734.4000244140625,72
734.2999877929688,736.9000244140625,733.2999877929688,736.4000244140625,73
734.0,734.0,725.2000122070312,726.5,75
726.2000122070312,732.6500244140625,726.0499877929688,731.0499877929688,76
735.4000244140625,737.5499877929688,733.6500244140625,737.5499877929688,79
738.0,739.0,736.0999755859375,737.0,80
737.2999877929688,738.8499755859375,736.0999755859375,736.4500122070312,81
739.1500244140625,750.5499877929688,738.7999877929688,748.5499877929688,84
749.2000122070312,753.0999755859375,748.0,750.5,86
750.1500244140625,753.75,749.4000244140625,753.0499877929688,88
752.2000122070312,753.3499755859375,751.8499755859375,752.0,89
751.9000244140625,752.3499755859375,751.0499877929688,752.2000122070312,90
752.25,753.1500244140625,751.7000122070312,751.7000122070312,91
752.4000244140625,754.4500122070312,752.4000244140625,753.75,93
753.5499877929688,753.9000244140625,751.9000244140625,752.4500122070312,94
755.9500122070312,755.9500122070312,753.0499877929688,753.0999755859375,98
753.1500244140625,754.0,752.2999877929688,753.5,99
764.6500244140625,765.0,753.4000244140625,754.0499877929688,100
749.8499755859375,750.0499877929688,746.0499877929688,747.8499755859375,102
747.8499755859375,753.1500244140625,747.7000122070312,749.0,103
748.75,750.5999755859375,747.0999755859375,748.2000122070312,104
748.3499755859375,749.5,747.2999877929688,747.5,105
747.9000244140625,748.25,744.3499755859375,745.2999877929688,106
745.2000122070312,746.2999877929688,743.4000244140625,745.0,107
745.0,745.5,743.4500122070312,743.7999877929688,108
743.5499877929688,743.7000122070312,741.4500122070312,741.4500122070312,110
741.0499877929688,742.2000122070312,739.5,740.25,112
740.2999877929688,740.9000244140625,738.5499877929688,738.9000244140625,114
738.5,741.0,738.25,740.2000122070312,115
738.7999877929688,744.4500122070312,738.0999755859375,744.4500122070312,118
744.2000122070312,745.0,740.7000122070312,740.9500122070312,119
741.0,743.2999877929688,740.6500244140625,741.2000122070312,120
742.0,742.4000244140625,739.5499877929688,740.25,122
736.7999877929688,745.7999877929688,736.7999877929688,744.5999755859375,125
744.5,745.5,735.0,737.0999755859375,126
732.7999877929688,733.2999877929688,729.2999877929688,729.6500244140625,129
729.3499755859375,733.5499877929688,728.9000244140625,732.25,131
732.2999877929688,733.9000244140625,731.1500244140625,733.2999877929688,132
733.1500244140625,733.5499877929688,731.0,731.5999755859375,133
731.7999877929688,736.0,731.0,735.9000244140625,135
735.6500244140625,738.2999877929688,733.2000122070312,733.2000122070312,136
733.5499877929688,734.9500122070312,732.6500244140625,733.2000122070312,137
733.1500244140625,733.4500122070312,731.0999755859375,732.25,138
730.1500244140625,730.5999755859375,725.9500122070312,727.9500122070312,140
728.0,728.0,724.75,727.1500244140625,141
727.1500244140625,728.2000122070312,725.3499755859375,727.5,142
727.5499877929688,728.0,726.1500244140625,726.75,143
726.8499755859375,727.4500122070312,724.6500244140625,727.1500244140625,144
721.2999877929688,722.7999877929688,718.6500244140625,719.6500244140625,147
719.5999755859375,721.7999877929688,718.4000244140625,719.1500244140625,148
722.2999877929688,726.2999877929688,713.6500244140625,724.8499755859375,150
724.9500122070312,726.25,716.4000244140625,718.2000122070312,151
724.2000122070312,730.3499755859375,723.5499877929688,730.0,153
730.0,730.7000122070312,723.3499755859375,727.2999877929688,154
726.9000244140625,730.6500244140625,725.0,728.6500244140625,155
728.5999755859375,730.5999755859375,727.0,729.25,156
729.4000244140625,730.5,727.75,728.1500244140625,157
728.0999755859375,729.9500122070312,727.75,728.5499877929688,158
728.75,729.9500122070312,727.8499755859375,727.9000244140625,160
727.7000122070312,728.7999877929688,725.0499877929688,725.5999755859375,161
725.7000122070312,727.0,724.2000122070312,725.5,162
725.5499877929688,726.5999755859375,724.0999755859375,724.75,163
725.7000122070312,725.7000122070312,722.5999755859375,723.5499877929688,165
723.6500244140625,724.2999877929688,721.5999755859375,724.2000122070312,166
722.6500244140625,722.9500122070312,720.5999755859375,721.3499755859375,168
715.5,719.4000244140625,715.1500244140625,719.4000244140625,172
719.5,719.5,715.9000244140625,716.0,173
708.7999877929688,708.7999877929688,671.6500244140625,672.5499877929688,175
680.4500122070312,685.0,673.25,684.7999877929688,177
689.7999877929688,691.7000122070312,686.0,690.5499877929688,180
690.5999755859375,691.5999755859375,688.2000122070312,689.9000244140625,181
689.8499755859375,692.7999877929688,688.75,690.7000122070312,182
689.25,691.0,688.3499755859375,689.0499877929688,184
688.9500122070312,688.9500122070312,684.0499877929688,684.5,186
684.0,689.0,683.0999755859375,688.5,188
688.4500122070312,689.2999877929688,684.75,685.4500122070312,189
686.75,689.9000244140625,686.5499877929688,689.7000122070312,191
689.5999755859375,690.0,688.2999877929688,689.5499877929688,192
689.6500244140625,690.0,687.1500244140625,687.7000122070312,194
690.25,690.9500122070312,690.0,690.9500122070312,197
691.2000122070312,693.2999877929688,689.75,690.9000244140625,198
673.5999755859375,675.9500122070312,672.0499877929688,672.1500244140625,205
674.0499877929688,677.7000122070312,672.5,676.0,207
