imb_open,imb_close,del_imb,Open,High,Low,Close,ser_no,imb_high,imb_low
0,0,1,1564.3499755859375,1571.0,1562.449951171875,1565.949951171875,50.0,1571.0,1562.449951171875
0,0,1,1565.9000244140625,1567.800048828125,1560.199951171875,1564.4000244140625,51.0,1567.800048828125,1560.199951171875
0,0,1,1563.800048828125,1578.5,1563.6500244140625,1576.050048828125,52.0,1578.5,1563.6500244140625
0,0,1,1577.0,1577.8499755859375,1565.8499755859375,1569.6500244140625,53.0,1577.8499755859375,1565.8499755859375
0,0,1,1569.449951171875,1574.300048828125,1562.6500244140625,1572.75,54.0,1574.300048828125,1562.6500244140625
0,0,1,1572.75,1574.5,1567.300048828125,1567.9000244140625,55.0,1574.5,1567.300048828125
0,0,1,1567.9000244140625,1569.949951171875,1564.0,1565.699951171875,56.0,1569.949951171875,1564.0
0,0,1,1565.25,1565.699951171875,1560.3499755859375,1560.699951171875,57.0,1565.699951171875,1560.3499755859375
0,0,1,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,1562.0,1556.0
0,0,1,1557.300048828125,1566.0,1557.300048828125,1564.3499755859375,59.0,1566.0,1557.300048828125
0,0,1,1564.050048828125,1568.8499755859375,1563.6500244140625,1564.699951171875,60.0,1568.8499755859375,1563.6500244140625
0,0,1,1564.9000244140625,1567.0,1563.0,1563.0,61.0,1567.0,1563.0
0,0,1,1563.300048828125,1564.699951171875,1562.9000244140625,1564.699951171875,62.0,1564.699951171875,1562.9000244140625
0,0,1,1564.5,1566.0,1563.0,1563.4000244140625,63.0,1566.0,1563.0
0,0,1,1563.1500244140625,1564.449951171875,1563.0,1563.5999755859375,64.0,1564.449951171875,1563.0
0,0,1,1563.949951171875,1564.699951171875,1563.0,1563.949951171875,65.0,1564.699951171875,1563.0
0,0,1,1563.949951171875,1563.949951171875,1555.199951171875,1556.9000244140625,66.0,1563.949951171875,1555.199951171875
0,0,1,1557.0,1560.3499755859375,1555.4000244140625,1558.699951171875,67.0,1560.3499755859375,1555.4000244140625
0,0,1,1558.699951171875,1559.5999755859375,1554.25,1554.25,68.0,1559.5999755859375,1554.25
0,0,1,1554.8499755859375,1556.9000244140625,1552.1500244140625,1554.25,69.0,1556.9000244140625,1552.1500244140625
0,0,1,1554.0999755859375,1561.0999755859375,1553.8499755859375,1559.4000244140625,70.0,1561.0999755859375,1553.8499755859375
0,0,1,1559.25,1559.25,1554.449951171875,1554.5,71.0,1559.25,1554.449951171875
0,0,1,1555.3499755859375,1562.1500244140625,1554.449951171875,1560.300048828125,72.0,1562.1500244140625,1554.449951171875
0,0,1,1560.199951171875,1560.8499755859375,1556.550048828125,1560.199951171875,73.0,1560.8499755859375,1556.550048828125
0,0,1,1560.199951171875,1560.699951171875,1555.75,1557.0,74.0,1560.699951171875,1555.75
0,0,1,1549.8499755859375,1552.5,1539.25,1541.449951171875,75.0,1552.5,1539.25
0,0,1,1541.449951171875,1544.550048828125,1537.0,1541.4000244140625,76.0,1544.550048828125,1537.0
0,0,1,1542.199951171875,1552.8499755859375,1541.5,1547.25,77.0,1552.8499755859375,1541.5
0,0,1,1547.25,1557.25,1545.25,1556.550048828125,78.0,1557.25,1545.25
0,0,1,1556.550048828125,1556.550048828125,1552.300048828125,1553.949951171875,79.0,1556.550048828125,1552.300048828125
0,0,1,1553.9000244140625,1556.8499755859375,1553.6500244140625,1554.800048828125,80.0,1556.8499755859375,1553.6500244140625
0,0,1,1554.699951171875,1555.9000244140625,1550.0,1550.0,81.0,1555.9000244140625,1550.0
0,0,1,1549.949951171875,1550.3499755859375,1543.050048828125,1543.300048828125,82.0,1550.3499755859375,1543.050048828125
0,0,1,1543.5999755859375,1543.5999755859375,1539.3499755859375,1542.9000244140625,83.0,1543.5999755859375,1539.3499755859375
0,0,1,1542.800048828125,1545.5,1541.0,1545.3499755859375,84.0,1545.5,1541.0
0,0,1,1545.5,1545.699951171875,1540.199951171875,1541.0,85.0,1545.699951171875,1540.199951171875
0,0,1,1541.0,1548.6500244140625,1538.25,1546.050048828125,86.0,1548.6500244140625,1538.25
0,0,1,1546.0999755859375,1558.300048828125,1545.6500244140625,1556.300048828125,87.0,1558.300048828125,1545.6500244140625
0,0,1,1556.300048828125,1556.300048828125,1552.800048828125,1553.75,88.0,1556.300048828125,1552.800048828125
0,0,1,1553.699951171875,1554.5,1550.25,1551.449951171875,89.0,1554.5,1550.25
0,0,1,1551.4000244140625,1551.8499755859375,1548.75,1549.800048828125,90.0,1551.8499755859375,1548.75
0,0,1,1549.800048828125,1552.5,1548.699951171875,1551.8499755859375,91.0,1552.5,1548.699951171875
0,0,1,1552.0,1553.0,1551.0999755859375,1552.0,92.0,1553.0,1551.0999755859375
0,0,1,1552.0,1556.050048828125,1551.25,1556.050048828125,93.0,1556.050048828125,1551.25
0,0,1,1556.050048828125,1560.6500244140625,1555.25,1560.5999755859375,94.0,1560.6500244140625,1555.25
0,0,1,1560.5999755859375,1562.0,1558.699951171875,1561.550048828125,95.0,1562.0,1558.699951171875
0,0,1,1561.0,1561.449951171875,1551.300048828125,1551.75,96.0,1561.449951171875,1551.300048828125
0,0,1,1552.449951171875,1554.4000244140625,1549.800048828125,1553.8499755859375,97.0,1554.4000244140625,1549.800048828125
0,0,1,1553.75,1554.5,1549.949951171875,1551.4000244140625,98.0,1554.5,1549.949951171875
0,0,1,1551.4000244140625,1554.25,1550.0,1552.0,99.0,1554.25,1550.0
0,0,1,1555.0,1560.9000244140625,1550.5,1552.3499755859375,100.0,1560.9000244140625,1550.5
