data_for_id,imb_open,imb_close,imb_diff,Open,High,Low,Close,ser_no
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
28,51751.0,51747.6015625,-3.3984375,51802.75,51852.6015625,51751.0,51793.5,17.0
36,52092.1015625,52091.19921875,-0.90234375,52168.8984375,52174.1015625,52092.1015625,52110.6015625,35.0
51,51888.8515625,51842.80078125,-46.05078125,52057.3515625,52095.8515625,51888.8515625,51898.6015625,50.0
79,51018.55078125,50981.80078125,-36.75,51191.44921875,51244.1484375,51018.55078125,51212.75,77.0
79,51018.55078125,50981.80078125,-36.75,51191.44921875,51244.1484375,51018.55078125,51212.75,77.0
124,50723.05078125,50593.6015625,-129.44921875,50785.1484375,50853.6015625,50723.05078125,50772.55078125,93.0
124,50723.05078125,50593.6015625,-129.44921875,50785.1484375,50853.6015625,50723.05078125,50772.55078125,93.0
124,50723.05078125,50593.6015625,-129.44921875,50785.1484375,50853.6015625,50723.05078125,50772.55078125,93.0
124,50723.05078125,50593.6015625,-129.44921875,50785.1484375,50853.6015625,50723.05078125,50772.55078125,93.0
124,50723.05078125,50593.6015625,-129.44921875,50785.1484375,50853.6015625,50723.05078125,50772.55078125,93.0
