data_for_id,imb_open,imb_close,imb_diff,Open,High,Low,Close,ser_no
54,3345.0,3335.0,-10.0,3379.0,3385.89990234375,3345.0,3353.0,50.0
54,3345.0,3335.0,-10.0,3379.0,3385.89990234375,3345.0,3353.0,50.0
54,3345.0,3335.0,-10.0,3379.0,3385.89990234375,3345.0,3353.0,50.0
54,3345.0,3335.0,-10.0,3379.0,3385.89990234375,3345.0,3353.0,50.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
90,3304.14990234375,3303.550048828125,-0.599853515625,3304.60009765625,3316.60009765625,3304.14990234375,3307.0,88.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
90,3304.14990234375,3303.550048828125,-0.599853515625,3304.60009765625,3316.60009765625,3304.14990234375,3307.0,88.0
91,3320.0,3318.949951171875,-1.050048828125,3325.10009765625,3334.800048828125,3320.0,3328.199951171875,58.0
96,3342.0,3337.85009765625,-4.14990234375,3362.949951171875,3373.85009765625,3342.050048828125,3342.050048828125,95.0
129,3358.550048828125,3339.85009765625,-18.699951171875,3359.0,3389.550048828125,3358.550048828125,3380.39990234375,127.0
129,3358.550048828125,3339.85009765625,-18.699951171875,3359.0,3389.550048828125,3358.550048828125,3380.39990234375,127.0
174,3223.35009765625,3221.699951171875,-1.650146484375,3228.35009765625,3231.85009765625,3223.35009765625,3225.60009765625,168.0
174,3223.35009765625,3221.699951171875,-1.650146484375,3228.35009765625,3231.85009765625,3223.35009765625,3225.60009765625,168.0
174,3223.35009765625,3221.699951171875,-1.650146484375,3228.35009765625,3231.85009765625,3223.35009765625,3225.60009765625,168.0
174,3223.35009765625,3221.699951171875,-1.650146484375,3228.35009765625,3231.85009765625,3223.35009765625,3225.60009765625,168.0
174,3223.35009765625,3221.699951171875,-1.650146484375,3228.35009765625,3231.85009765625,3223.35009765625,3225.60009765625,168.0
174,3223.35009765625,3221.699951171875,-1.650146484375,3228.35009765625,3231.85009765625,3223.35009765625,3225.60009765625,168.0
192,3239.699951171875,3237.949951171875,-1.75,3240.89990234375,3249.0,3239.699951171875,3240.10009765625,191.0
