liq_category,Open,High,Low,Close,ser_no
last_few_candles,3379.0,3385.89990234375,3345.0,3353.0,50.0
last_few_candles,3351.64990234375,3353.0,3302.300048828125,3302.300048828125,51.0
last_few_candles,3303.60009765625,3324.949951171875,3295.949951171875,3320.25,52.0
last_few_candles,3328.14990234375,3330.14990234375,3313.050048828125,3318.949951171875,59.0
last_few_candles,3315.39990234375,3317.050048828125,3275.199951171875,3284.10009765625,60.0
last_few_candles,3296.800048828125,3297.0,3272.550048828125,3277.300048828125,66.0
last_few_candles,3277.550048828125,3281.85009765625,3268.050048828125,3272.550048828125,67.0
last_few_candles,3272.60009765625,3277.64990234375,3255.300048828125,3256.0,68.0
last_few_candles,3256.14990234375,3263.85009765625,3253.10009765625,3257.0,69.0
last_few_candles,3257.449951171875,3264.85009765625,3252.25,3260.89990234375,70.0
last_few_candles,3259.25,3261.64990234375,3247.25,3251.199951171875,74.0
last_few_candles,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0
last_few_candles,3360.5,3360.5,3314.550048828125,3340.199951171875,100.0
last_few_candles,3325.550048828125,3325.550048828125,3300.0,3314.449951171875,102.0
last_few_candles,3310.949951171875,3311.199951171875,3292.300048828125,3297.10009765625,105.0
last_few_candles,3300.949951171875,3307.75,3290.0,3295.0,107.0
last_few_candles,3294.949951171875,3295.0,3283.449951171875,3285.0,108.0
last_few_candles,3285.0,3292.699951171875,3277.699951171875,3286.10009765625,109.0
last_few_candles,3281.550048828125,3287.800048828125,3272.0,3281.0,111.0
last_few_candles,3317.550048828125,3317.550048828125,3302.0,3313.300048828125,124.0
last_few_candles,3305.10009765625,3354.550048828125,3288.800048828125,3346.64990234375,125.0
last_few_candles,3313.39990234375,3336.64990234375,3312.800048828125,3331.64990234375,135.0
last_few_candles,3313.300048828125,3313.300048828125,3288.050048828125,3296.14990234375,138.0
last_few_candles,3300.0,3302.5,3270.199951171875,3285.699951171875,145.0
last_few_candles,3280.199951171875,3286.25,3266.199951171875,3268.300048828125,147.0
last_few_candles,3268.5,3268.5,3242.25,3247.25,148.0
last_few_candles,3238.949951171875,3257.300048828125,3196.85009765625,3200.0,150.0
last_few_candles,3199.14990234375,3211.199951171875,3179.5,3181.800048828125,151.0
last_few_candles,3181.14990234375,3235.0,3170.050048828125,3227.300048828125,152.0
last_few_candles,3241.89990234375,3241.89990234375,3218.800048828125,3220.550048828125,160.0
last_few_candles,3221.050048828125,3236.85009765625,3218.35009765625,3220.699951171875,161.0
last_few_candles,3220.14990234375,3229.35009765625,3218.199951171875,3222.699951171875,162.0
last_few_candles,3225.60009765625,3233.14990234375,3216.75,3217.64990234375,169.0
last_few_candles,3217.25,3221.699951171875,3202.550048828125,3205.60009765625,170.0
