data_for_id,imb_open,imb_close,Open,High,Low,Close,ser_no,imb_diff
52,1567.800048828125,1576.050048828125,1565.9000244140625,1567.800048828125,1560.199951171875,1564.4000244140625,51.0,8.25
59,1562.0,1564.3499755859375,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,2.3499755859375
60,1562.0,1563.6500244140625,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,1.6500244140625
61,1562.0,1563.0,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,1.0
62,1562.0,1562.9000244140625,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,0.9000244140625
63,1562.0,1562.9000244140625,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,0.9000244140625
64,1562.0,1562.9000244140625,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,0.9000244140625
65,1562.0,1562.9000244140625,1560.800048828125,1562.0,1556.0,1557.3499755859375,58.0,0.9000244140625
70,1556.9000244140625,1559.4000244140625,1554.8499755859375,1556.9000244140625,1552.1500244140625,1554.25,69.0,2.5
77,1544.550048828125,1547.25,1541.449951171875,1544.550048828125,1537.0,1541.4000244140625,76.0,2.699951171875
78,1544.550048828125,1545.25,1541.449951171875,1544.550048828125,1537.0,1541.4000244140625,76.0,0.699951171875
79,1544.550048828125,1545.25,1541.449951171875,1544.550048828125,1537.0,1541.4000244140625,76.0,0.699951171875
80,1544.550048828125,1545.25,1541.449951171875,1544.550048828125,1537.0,1541.4000244140625,76.0,0.699951171875
81,1544.550048828125,1545.25,1541.449951171875,1544.550048828125,1537.0,1541.4000244140625,76.0,0.699951171875
84,1543.5999755859375,1545.3499755859375,1543.5999755859375,1543.5999755859375,1539.3499755859375,1542.9000244140625,83.0,1.75
87,1548.6500244140625,1556.300048828125,1541.0,1548.6500244140625,1538.25,1546.050048828125,86.0,7.6500244140625
88,1548.6500244140625,1552.800048828125,1541.0,1548.6500244140625,1538.25,1546.050048828125,86.0,4.1500244140625
89,1548.6500244140625,1550.25,1541.0,1548.6500244140625,1538.25,1546.050048828125,86.0,1.5999755859375
90,1548.6500244140625,1548.75,1541.0,1548.6500244140625,1538.25,1546.050048828125,86.0,0.0999755859375
