data_for_id,imb_open,imb_close,Open,High,Low,Close,ser_no,imb_diff
53,3324.949951171875,3327.75,3303.60009765625,3324.949951171875,3295.949951171875,3320.25,52.0,2.800048828125
54,3327.75,3331.39990234375,3320.25,3327.75,3307.5,3327.75,53.0,3.64990234375
55,3327.75,3331.39990234375,3320.25,3327.75,3307.5,3327.75,53.0,3.64990234375
56,3327.75,3331.39990234375,3320.25,3327.75,3307.5,3327.75,53.0,3.64990234375
62,3290.89990234375,3298.0,3284.85009765625,3290.89990234375,3277.0,3286.10009765625,61.0,7.10009765625
76,3213.35009765625,3228.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,15.449951171875
77,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
78,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
79,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
80,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
81,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
82,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
83,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
84,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
85,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
86,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
87,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
88,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
89,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
90,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
91,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
92,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
93,3213.35009765625,3222.800048828125,3186.39990234375,3213.35009765625,3147.39990234375,3191.699951171875,75.0,9.449951171875
