Adj Close,Close,High,Low,Open,Volume,Date,ser_no
1367.375,1367.375,1371.300048828125,1357.1500244140625,1366.0,778065,2024-10-15 09:15:00+00:00,0
1360.925048828125,1360.925048828125,1368.449951171875,1360.800048828125,1367.375,1270861,2024-10-15 09:30:00+00:00,1
1359.550048828125,1359.550048828125,1364.9000244140625,1358.550048828125,1360.925048828125,493625,2024-10-15 09:45:00+00:00,2
1362.574951171875,1362.574951171875,1364.0,1358.0999755859375,1359.7249755859375,342382,2024-10-15 10:00:00+00:00,3
1362.5250244140625,1362.5250244140625,1367.449951171875,1362.5,1362.5999755859375,412206,2024-10-15 10:15:00+00:00,4
1362.0999755859375,1362.0999755859375,1362.574951171875,1360.5,1362.5250244140625,217805,2024-10-15 10:30:00+00:00,5
1361.0,1361.0,1362.1500244140625,1360.5,1362.0999755859375,184751,2024-10-15 10:45:00+00:00,6
1359.175048828125,1359.175048828125,1361.0250244140625,1357.5,1361.0,424653,2024-10-15 11:00:00+00:00,7
1356.0,1356.0,1359.1500244140625,1355.875,1359.1500244140625,396367,2024-10-15 11:15:00+00:00,8
1354.675048828125,1354.675048828125,1357.2750244140625,1353.25,1356.0250244140625,399064,2024-10-15 11:30:00+00:00,9
1356.2750244140625,1356.2750244140625,1356.3499755859375,1352.5,1354.625,366014,2024-10-15 11:45:00+00:00,10
1355.5,1355.5,1357.5,1354.375,1356.199951171875,259336,2024-10-15 12:00:00+00:00,11
1357.125,1357.125,1357.5,1355.074951171875,1355.574951171875,149946,2024-10-15 12:15:00+00:00,12
1355.5999755859375,1355.5999755859375,1357.125,1354.2249755859375,1357.125,230383,2024-10-15 12:30:00+00:00,13
1354.0250244140625,1354.0250244140625,1355.875,1354.0,1355.574951171875,218276,2024-10-15 12:45:00+00:00,14
1349.699951171875,1349.699951171875,1354.0250244140625,1349.4000244140625,1354.0250244140625,911481,2024-10-15 13:00:00+00:00,15
1348.824951171875,1348.824951171875,1350.0,1348.175048828125,1349.675048828125,382831,2024-10-15 13:15:00+00:00,16
1348.574951171875,1348.574951171875,1349.7750244140625,1348.0,1348.824951171875,257548,2024-10-15 13:30:00+00:00,17
1345.5250244140625,1345.5250244140625,1349.25,1345.5,1348.5250244140625,330994,2024-10-15 13:45:00+00:00,18
1344.949951171875,1344.949951171875,1346.875,1344.0,1345.5,1672626,2024-10-15 14:00:00+00:00,19
1344.9749755859375,1344.9749755859375,1347.9749755859375,1344.625,1344.9749755859375,797909,2024-10-15 14:15:00+00:00,20
1344.4749755859375,1344.4749755859375,1345.8499755859375,1343.875,1344.9749755859375,356738,2024-10-15 14:30:00+00:00,21
1344.4000244140625,1344.4000244140625,1345.6500244140625,1344.0,1344.4749755859375,407200,2024-10-15 14:45:00+00:00,22
1343.425048828125,1343.425048828125,1346.0250244140625,1343.3499755859375,1344.324951171875,1369494,2024-10-15 15:00:00+00:00,23
1344.199951171875,1344.199951171875,1345.25,1340.7249755859375,1343.425048828125,1401661,2024-10-15 15:15:00+00:00,24
1350.0,1350.0,1350.0,1338.0999755859375,1341.25,483450,2024-10-16 09:15:00+00:00,25
1350.0,1350.0,1352.925048828125,1348.5999755859375,1349.9749755859375,687619,2024-10-16 09:30:00+00:00,26
1347.25,1347.25,1350.375,1346.675048828125,1350.0,403256,2024-10-16 09:45:00+00:00,27
1344.875,1344.875,1347.7249755859375,1344.5,1347.7249755859375,375378,2024-10-16 10:00:00+00:00,28
1342.9749755859375,1342.9749755859375,1346.175048828125,1341.699951171875,1345.0,350352,2024-10-16 10:15:00+00:00,29
1345.4749755859375,1345.4749755859375,1345.5,1341.824951171875,1342.949951171875,201911,2024-10-16 10:30:00+00:00,30
1346.0999755859375,1346.0999755859375,1346.699951171875,1344.324951171875,1345.2249755859375,179951,2024-10-16 10:45:00+00:00,31
1345.8499755859375,1345.8499755859375,1346.925048828125,1343.675048828125,1346.0999755859375,153410,2024-10-16 11:00:00+00:00,32
1343.375,1343.375,1346.199951171875,1343.0,1345.75,217563,2024-10-16 11:15:00+00:00,33
1343.699951171875,1343.699951171875,1345.0,1342.5250244140625,1343.375,152897,2024-10-16 11:30:00+00:00,34
1344.5,1344.5,1345.0,1341.75,1343.800048828125,173599,2024-10-16 11:45:00+00:00,35
1344.4749755859375,1344.4749755859375,1344.75,1343.9749755859375,1344.699951171875,216408,2024-10-16 12:00:00+00:00,36
1342.5250244140625,1342.5250244140625,1344.6500244140625,1342.5,1344.4749755859375,175518,2024-10-16 12:15:00+00:00,37
1342.3499755859375,1342.3499755859375,1343.3499755859375,1341.2750244140625,1342.8499755859375,331708,2024-10-16 12:30:00+00:00,38
1341.0999755859375,1341.0999755859375,1342.5,1340.5,1342.2750244140625,195204,2024-10-16 12:45:00+00:00,39
1342.699951171875,1342.699951171875,1343.0,1340.675048828125,1341.125,198668,2024-10-16 13:00:00+00:00,40
1343.4749755859375,1343.4749755859375,1344.0,1342.2249755859375,1342.699951171875,493648,2024-10-16 13:15:00+00:00,41
1350.1500244140625,1350.1500244140625,1350.875,1343.0999755859375,1343.4749755859375,335990,2024-10-16 13:30:00+00:00,42
1352.449951171875,1352.449951171875,1352.699951171875,1348.5250244140625,1350.0,292798,2024-10-16 13:45:00+00:00,43
1361.800048828125,1361.800048828125,1361.925048828125,1352.5250244140625,1352.550048828125,594710,2024-10-16 14:00:00+00:00,44
1361.699951171875,1361.699951171875,1364.0,1358.0250244140625,1361.4749755859375,489971,2024-10-16 14:15:00+00:00,45
1357.449951171875,1357.449951171875,1363.050048828125,1356.5250244140625,1361.699951171875,407397,2024-10-16 14:30:00+00:00,46
1354.824951171875,1354.824951171875,1357.5,1353.75,1357.425048828125,441078,2024-10-16 14:45:00+00:00,47
1354.199951171875,1354.199951171875,1356.5999755859375,1352.9000244140625,1354.75,521609,2024-10-16 15:00:00+00:00,48
1354.7249755859375,1354.7249755859375,1354.9749755859375,1352.7750244140625,1354.199951171875,722287,2024-10-16 15:15:00+00:00,49
1363.25,1363.25,1368.449951171875,1361.449951171875,1365.050048828125,333562,2024-10-17 09:15:00+00:00,50
1359.1500244140625,1359.1500244140625,1365.0,1357.6500244140625,1363.2249755859375,480204,2024-10-17 09:30:00+00:00,51
1360.449951171875,1360.449951171875,1361.574951171875,1357.5,1359.1500244140625,367768,2024-10-17 09:45:00+00:00,52
1363.5,1363.5,1363.5,1359.449951171875,1360.3499755859375,211315,2024-10-17 10:00:00+00:00,53
1364.824951171875,1364.824951171875,1364.824951171875,1362.0,1363.4000244140625,234939,2024-10-17 10:15:00+00:00,54
1362.25,1362.25,1366.675048828125,1362.25,1364.824951171875,359405,2024-10-17 10:30:00+00:00,55
1362.0250244140625,1362.0250244140625,1363.5,1361.0,1362.4749755859375,224476,2024-10-17 10:45:00+00:00,56
1359.5,1359.5,1362.300048828125,1359.449951171875,1362.0,294101,2024-10-17 11:00:00+00:00,57
1359.0250244140625,1359.0250244140625,1360.9000244140625,1359.0,1359.5,187814,2024-10-17 11:15:00+00:00,58
1358.550048828125,1358.550048828125,1359.9749755859375,1357.7750244140625,1359.0,147912,2024-10-17 11:30:00+00:00,59
1359.300048828125,1359.300048828125,1359.574951171875,1358.5,1358.699951171875,162621,2024-10-17 11:45:00+00:00,60
1360.824951171875,1360.824951171875,1361.324951171875,1359.25,1359.2750244140625,134045,2024-10-17 12:00:00+00:00,61
1361.050048828125,1361.050048828125,1362.125,1360.25,1360.824951171875,120976,2024-10-17 12:15:00+00:00,62
1360.7249755859375,1360.7249755859375,1362.875,1360.5,1361.050048828125,155354,2024-10-17 12:30:00+00:00,63
1358.875,1358.875,1361.2249755859375,1358.5,1360.625,251810,2024-10-17 12:45:00+00:00,64
1359.050048828125,1359.050048828125,1359.550048828125,1357.5250244140625,1358.875,135833,2024-10-17 13:00:00+00:00,65
1355.0999755859375,1355.0999755859375,1359.449951171875,1353.7750244140625,1359.050048828125,269944,2024-10-17 13:15:00+00:00,66
1355.300048828125,1355.300048828125,1355.4749755859375,1353.8499755859375,1355.0999755859375,409835,2024-10-17 13:30:00+00:00,67
1353.5,1353.5,1355.550048828125,1352.125,1355.4000244140625,531685,2024-10-17 13:45:00+00:00,68
1355.0999755859375,1355.0999755859375,1355.800048828125,1353.449951171875,1353.800048828125,205575,2024-10-17 14:00:00+00:00,69
1357.625,1357.625,1357.9000244140625,1354.5,1355.0250244140625,207659,2024-10-17 14:15:00+00:00,70
1354.75,1354.75,1358.25,1354.5,1357.5,248042,2024-10-17 14:30:00+00:00,71
1356.2249755859375,1356.2249755859375,1356.875,1354.5,1355.0,212193,2024-10-17 14:45:00+00:00,72
1357.5,1357.5,1359.074951171875,1353.9749755859375,1356.0999755859375,636827,2024-10-17 15:00:00+00:00,73
1356.6500244140625,1356.6500244140625,1357.550048828125,1355.675048828125,1357.5250244140625,478536,2024-10-17 15:15:00+00:00,74
1342.5999755859375,1342.5999755859375,1357.324951171875,1341.375,1352.9749755859375,374885,2024-10-18 09:15:00+00:00,75
1346.5999755859375,1346.5999755859375,1347.4000244140625,1342.0,1342.574951171875,292955,2024-10-18 09:30:00+00:00,76
1346.375,1346.375,1349.3499755859375,1343.925048828125,1346.5999755859375,370650,2024-10-18 09:45:00+00:00,77
1351.1500244140625,1351.1500244140625,1352.2249755859375,1346.0250244140625,1346.3499755859375,201466,2024-10-18 10:00:00+00:00,78
1354.0999755859375,1354.0999755859375,1355.0,1350.0,1351.425048828125,183883,2024-10-18 10:15:00+00:00,79
1355.25,1355.25,1358.324951171875,1353.75,1354.0,211282,2024-10-18 10:30:00+00:00,80
1353.800048828125,1353.800048828125,1360.875,1353.0999755859375,1355.25,232059,2024-10-18 10:45:00+00:00,81
1355.300048828125,1355.300048828125,1355.949951171875,1352.300048828125,1353.7750244140625,142530,2024-10-18 11:00:00+00:00,82
1358.199951171875,1358.199951171875,1358.25,1354.7750244140625,1355.300048828125,108873,2024-10-18 11:15:00+00:00,83
1359.7249755859375,1359.7249755859375,1361.625,1357.1500244140625,1358.074951171875,146726,2024-10-18 11:30:00+00:00,84
1359.5,1359.5,1360.375,1357.5,1359.7249755859375,105068,2024-10-18 11:45:00+00:00,85
1360.25,1360.25,1360.875,1358.324951171875,1359.5,155195,2024-10-18 12:00:00+00:00,86
1366.6500244140625,1366.6500244140625,1366.8499755859375,1359.175048828125,1360.199951171875,245991,2024-10-18 12:15:00+00:00,87
1364.0,1364.0,1368.4000244140625,1363.5,1366.625,254424,2024-10-18 12:30:00+00:00,88
1363.9000244140625,1363.9000244140625,1365.5999755859375,1363.0,1363.7750244140625,103083,2024-10-18 12:45:00+00:00,89
1363.4749755859375,1363.4749755859375,1364.824951171875,1362.574951171875,1364.0,82705,2024-10-18 13:00:00+00:00,90
1364.5250244140625,1364.5250244140625,1365.5,1362.5,1363.449951171875,118732,2024-10-18 13:15:00+00:00,91
1364.7750244140625,1364.7750244140625,1366.800048828125,1363.699951171875,1364.7249755859375,145912,2024-10-18 13:30:00+00:00,92
1364.6500244140625,1364.6500244140625,1366.550048828125,1362.5,1364.7750244140625,130271,2024-10-18 13:45:00+00:00,93
1365.5,1365.5,1365.9000244140625,1363.550048828125,1364.6500244140625,153355,2024-10-18 14:00:00+00:00,94
1365.199951171875,1365.199951171875,1366.0,1363.75,1365.5250244140625,164008,2024-10-18 14:15:00+00:00,95
1363.875,1363.875,1366.75,1363.4000244140625,1365.199951171875,173776,2024-10-18 14:30:00+00:00,96
1363.0999755859375,1363.0999755859375,1364.375,1362.175048828125,1363.875,294432,2024-10-18 14:45:00+00:00,97
1358.050048828125,1358.050048828125,1363.3499755859375,1357.550048828125,1362.949951171875,629978,2024-10-18 15:00:00+00:00,98
1358.5,1358.5,1359.550048828125,1356.5,1357.574951171875,544857,2024-10-18 15:15:00+00:00,99
1366.3499755859375,1366.3499755859375,1370.75,1362.800048828125,1365.800048828125,364412,2024-10-21 09:15:00+00:00,100
1361.4000244140625,1361.4000244140625,1367.0,1360.0,1366.300048828125,410548,2024-10-21 09:30:00+00:00,101
1362.5,1362.5,1363.449951171875,1357.75,1361.4000244140625,339790,2024-10-21 09:45:00+00:00,102
1363.699951171875,1363.699951171875,1366.875,1361.8499755859375,1362.925048828125,262751,2024-10-21 10:00:00+00:00,103
1362.7249755859375,1362.7249755859375,1364.0,1361.3499755859375,1363.925048828125,159599,2024-10-21 10:15:00+00:00,104
1366.375,1366.375,1366.949951171875,1360.5,1362.9749755859375,214564,2024-10-21 10:30:00+00:00,105
1366.75,1366.75,1366.75,1363.625,1366.375,230254,2024-10-21 10:45:00+00:00,106
1365.5,1365.5,1369.5,1365.125,1366.75,192394,2024-10-21 11:00:00+00:00,107
1366.699951171875,1366.699951171875,1367.0,1364.0,1365.7249755859375,178774,2024-10-21 11:15:00+00:00,108
1366.375,1366.375,1367.3499755859375,1365.0,1366.7249755859375,209149,2024-10-21 11:30:00+00:00,109
1366.199951171875,1366.199951171875,1367.5,1364.574951171875,1366.324951171875,256784,2024-10-21 11:45:00+00:00,110
1364.6500244140625,1364.6500244140625,1366.5,1364.0,1366.199951171875,199724,2024-10-21 12:00:00+00:00,111
1367.199951171875,1367.199951171875,1367.8499755859375,1364.0,1364.6500244140625,158138,2024-10-21 12:15:00+00:00,112
1369.824951171875,1369.824951171875,1369.949951171875,1366.875,1367.0,232890,2024-10-21 12:30:00+00:00,113
1368.4000244140625,1368.4000244140625,1370.699951171875,1367.550048828125,1369.8499755859375,237168,2024-10-21 12:45:00+00:00,114
1368.0,1368.0,1369.5,1367.5,1368.375,142757,2024-10-21 13:00:00+00:00,115
1367.5,1367.5,1370.449951171875,1367.0999755859375,1368.074951171875,191545,2024-10-21 13:15:00+00:00,116
1367.5,1367.5,1368.2750244140625,1364.800048828125,1367.5,206300,2024-10-21 13:30:00+00:00,117
1369.5,1369.5,1369.5,1365.800048828125,1367.574951171875,201308,2024-10-21 13:45:00+00:00,118
1370.300048828125,1370.300048828125,1372.9749755859375,1369.4000244140625,1369.5,320692,2024-10-21 14:00:00+00:00,119
1372.375,1372.375,1372.75,1369.449951171875,1370.449951171875,158048,2024-10-21 14:15:00+00:00,120
1372.199951171875,1372.199951171875,1374.0,1371.0,1372.25,277802,2024-10-21 14:30:00+00:00,121
1370.199951171875,1370.199951171875,1372.4749755859375,1370.0,1372.300048828125,288228,2024-10-21 14:45:00+00:00,122
1369.3499755859375,1369.3499755859375,1371.875,1368.5250244140625,1370.2750244140625,571854,2024-10-21 15:00:00+00:00,123
1368.0,1368.0,1369.3499755859375,1367.4000244140625,1369.324951171875,546932,2024-10-21 15:15:00+00:00,124
1371.949951171875,1371.949951171875,1376.0,1369.125,1370.8499755859375,201095,2024-10-22 09:15:00+00:00,125
1375.2750244140625,1375.2750244140625,1375.5,1370.5,1372.0,209969,2024-10-22 09:30:00+00:00,126
1373.550048828125,1373.550048828125,1375.9000244140625,1373.0,1375.2750244140625,141276,2024-10-22 09:45:00+00:00,127
1365.050048828125,1365.050048828125,1375.25,1365.0,1373.875,289897,2024-10-22 10:00:00+00:00,128
1358.875,1358.875,1365.4749755859375,1358.175048828125,1365.2249755859375,303573,2024-10-22 10:15:00+00:00,129
1359.4749755859375,1359.4749755859375,1360.949951171875,1358.425048828125,1359.0250244140625,170509,2024-10-22 10:30:00+00:00,130
1363.5999755859375,1363.5999755859375,1365.0,1358.5,1359.199951171875,181290,2024-10-22 10:45:00+00:00,131
1365.0,1365.0,1366.4000244140625,1363.2750244140625,1363.550048828125,151321,2024-10-22 11:00:00+00:00,132
1363.824951171875,1363.824951171875,1365.175048828125,1362.5,1365.0,94661,2024-10-22 11:15:00+00:00,133
1361.625,1361.625,1365.0,1359.7249755859375,1364.0,119203,2024-10-22 11:30:00+00:00,134
1364.4749755859375,1364.4749755859375,1364.5250244140625,1360.300048828125,1362.074951171875,149277,2024-10-22 11:45:00+00:00,135
1361.5999755859375,1361.5999755859375,1364.7750244140625,1361.5999755859375,1364.300048828125,94706,2024-10-22 12:00:00+00:00,136
1358.7750244140625,1358.7750244140625,1362.300048828125,1358.4000244140625,1361.574951171875,137438,2024-10-22 12:15:00+00:00,137
1355.925048828125,1355.925048828125,1359.5,1355.5,1358.7750244140625,218706,2024-10-22 12:30:00+00:00,138
1351.9749755859375,1351.9749755859375,1355.9000244140625,1349.625,1355.9000244140625,436237,2024-10-22 12:45:00+00:00,139
1352.675048828125,1352.675048828125,1352.75,1349.5250244140625,1351.9749755859375,234336,2024-10-22 13:00:00+00:00,140
1349.8499755859375,1349.8499755859375,1352.7249755859375,1347.0,1352.574951171875,221392,2024-10-22 13:15:00+00:00,141
1351.050048828125,1351.050048828125,1351.5,1348.75,1349.875,198883,2024-10-22 13:30:00+00:00,142
1350.875,1350.875,1352.699951171875,1350.050048828125,1350.9000244140625,194050,2024-10-22 13:45:00+00:00,143
1354.3499755859375,1354.3499755859375,1354.3499755859375,1349.25,1350.824951171875,271247,2024-10-22 14:00:00+00:00,144
1349.824951171875,1349.824951171875,1354.7750244140625,1347.8499755859375,1354.3499755859375,357509,2024-10-22 14:15:00+00:00,145
1349.625,1349.625,1350.449951171875,1348.5,1350.0,308515,2024-10-22 14:30:00+00:00,146
1349.2750244140625,1349.2750244140625,1351.175048828125,1346.0,1349.699951171875,334681,2024-10-22 14:45:00+00:00,147
1341.4000244140625,1341.4000244140625,1350.2249755859375,1341.4000244140625,1349.25,832386,2024-10-22 15:00:00+00:00,148
1342.050048828125,1342.050048828125,1344.7249755859375,1340.2249755859375,1341.5,1670816,2024-10-22 15:15:00+00:00,149
1341.3499755859375,1341.3499755859375,1345.824951171875,1336.4749755859375,1339.9749755859375,1071911,2024-10-23 09:15:00+00:00,150
1340.449951171875,1340.449951171875,1345.0,1338.5999755859375,1341.1500244140625,337216,2024-10-23 09:30:00+00:00,151
1344.5250244140625,1344.5250244140625,1345.75,1340.0,1340.4000244140625,274468,2024-10-23 09:45:00+00:00,152
1345.8499755859375,1345.8499755859375,1348.550048828125,1343.3499755859375,1344.5,267003,2024-10-23 10:00:00+00:00,153
1342.9000244140625,1342.9000244140625,1347.5250244140625,1339.699951171875,1345.699951171875,341908,2024-10-23 10:15:00+00:00,154
1343.449951171875,1343.449951171875,1345.199951171875,1341.699951171875,1342.925048828125,250999,2024-10-23 10:30:00+00:00,155
1345.4749755859375,1345.4749755859375,1346.625,1342.9000244140625,1343.425048828125,323243,2024-10-23 10:45:00+00:00,156
1346.4000244140625,1346.4000244140625,1348.75,1345.0,1345.25,447990,2024-10-23 11:00:00+00:00,157
1347.0,1347.0,1348.3499755859375,1346.0,1346.4000244140625,250555,2024-10-23 11:15:00+00:00,158
1351.5250244140625,1351.5250244140625,1351.8499755859375,1345.2750244140625,1347.199951171875,587339,2024-10-23 11:30:00+00:00,159
1350.75,1350.75,1353.175048828125,1348.800048828125,1351.25,212865,2024-10-23 11:45:00+00:00,160
1348.75,1348.75,1353.0,1347.2750244140625,1350.5,212508,2024-10-23 12:00:00+00:00,161
1349.9749755859375,1349.9749755859375,1350.699951171875,1346.0,1348.574951171875,192163,2024-10-23 12:15:00+00:00,162
1353.0,1353.0,1355.0,1349.574951171875,1349.9000244140625,223932,2024-10-23 12:30:00+00:00,163
1352.8499755859375,1352.8499755859375,1357.4000244140625,1352.7249755859375,1353.074951171875,260370,2024-10-23 12:45:00+00:00,164
1349.375,1349.375,1353.5999755859375,1348.5,1353.0250244140625,206465,2024-10-23 13:00:00+00:00,165
1347.6500244140625,1347.6500244140625,1349.8499755859375,1346.300048828125,1348.949951171875,145278,2024-10-23 13:15:00+00:00,166
1347.175048828125,1347.175048828125,1349.5999755859375,1344.5,1347.5250244140625,306066,2024-10-23 13:30:00+00:00,167
1346.7249755859375,1346.7249755859375,1347.949951171875,1345.800048828125,1347.449951171875,108822,2024-10-23 13:45:00+00:00,168
1341.449951171875,1341.449951171875,1346.875,1341.3499755859375,1346.875,209670,2024-10-23 14:00:00+00:00,169
1339.0250244140625,1339.0250244140625,1342.324951171875,1338.125,1341.4749755859375,287068,2024-10-23 14:15:00+00:00,170
1336.2249755859375,1336.2249755859375,1340.199951171875,1335.2750244140625,1339.2750244140625,279147,2024-10-23 14:30:00+00:00,171
1338.25,1338.25,1338.375,1335.0,1336.199951171875,175152,2024-10-23 14:45:00+00:00,172
1337.3499755859375,1337.3499755859375,1339.675048828125,1336.6500244140625,1338.25,454592,2024-10-23 15:00:00+00:00,173
1341.175048828125,1341.175048828125,1341.175048828125,1337.324951171875,1337.324951171875,591269,2024-10-23 15:15:00+00:00,174
1336.8499755859375,1336.8499755859375,1342.5,1335.75,1337.925048828125,1489392,2024-10-24 09:15:00+00:00,175
1333.625,1333.625,1338.25,1330.925048828125,1337.3499755859375,544800,2024-10-24 09:30:00+00:00,176
1336.550048828125,1336.550048828125,1337.4000244140625,1331.2750244140625,1333.550048828125,236192,2024-10-24 09:45:00+00:00,177
1336.7249755859375,1336.7249755859375,1337.7249755859375,1333.625,1336.6500244140625,264559,2024-10-24 10:00:00+00:00,178
1336.5,1336.5,1337.75,1334.7750244140625,1336.5250244140625,443616,2024-10-24 10:15:00+00:00,179
1331.824951171875,1331.824951171875,1337.4749755859375,1331.0999755859375,1336.5,571613,2024-10-24 10:30:00+00:00,180
1328.5,1328.5,1331.925048828125,1326.800048828125,1331.875,561687,2024-10-24 10:45:00+00:00,181
1324.9749755859375,1324.9749755859375,1328.7750244140625,1323.199951171875,1328.625,637325,2024-10-24 11:00:00+00:00,182
1327.4000244140625,1327.4000244140625,1327.5,1324.5,1324.925048828125,427146,2024-10-24 11:15:00+00:00,183
1328.7249755859375,1328.7249755859375,1329.0,1327.0,1327.4000244140625,191045,2024-10-24 11:30:00+00:00,184
1328.324951171875,1328.324951171875,1329.0,1327.300048828125,1328.7249755859375,176620,2024-10-24 11:45:00+00:00,185
1329.7750244140625,1329.7750244140625,1330.8499755859375,1327.5,1328.25,177596,2024-10-24 12:00:00+00:00,186
1331.5,1331.5,1331.75,1329.0250244140625,1329.800048828125,253432,2024-10-24 12:15:00+00:00,187
