Open,High,Low,Close,Adj Close,Volume,Date,ser_no
52730.94921875,52782.55078125,52687.5,52731.6015625,52731.6015625,0,2024-07-18 14:15:00,20
52731.8984375,52755.6015625,52650.19921875,52738.80078125,52738.80078125,0,2024-07-18 14:30:00,21
52736.75,52766.1484375,52635.80078125,52659.94921875,52659.94921875,0,2024-07-18 14:45:00,22
52661.8984375,52691.6484375,52607.05078125,52630.1015625,52630.1015625,0,2024-07-18 15:00:00,23
52631.1015625,52653.05078125,52558.25,52558.25,52558.25,0,2024-07-18 15:15:00,24
52522.6015625,52539.75,52340.1484375,52527.30078125,52527.30078125,0,2024-07-19 09:15:00,25
52523.80078125,52562.8984375,52482.19921875,52551.8515625,52551.8515625,0,2024-07-19 09:30:00,26
52551.8515625,52554.0,52382.8515625,52389.80078125,52389.80078125,0,2024-07-19 09:45:00,27
52390.1015625,52426.3515625,52318.8984375,52362.3984375,52362.3984375,0,2024-07-19 10:00:00,28
52360.6484375,52475.44921875,52344.3984375,52425.55078125,52425.55078125,0,2024-07-19 10:15:00,29
52423.75,52440.6015625,52354.25,52384.8984375,52384.8984375,0,2024-07-19 10:30:00,30
52385.6015625,52399.25,52217.44921875,52229.80078125,52229.80078125,0,2024-07-19 10:45:00,31
52229.3984375,52316.80078125,52152.1015625,52298.1015625,52298.1015625,0,2024-07-19 11:00:00,32
52297.19921875,52356.8515625,52257.94921875,52330.69921875,52330.69921875,0,2024-07-19 11:15:00,33
52330.6015625,52397.75,52282.1015625,52306.75,52306.75,0,2024-07-19 11:30:00,34
52307.6484375,52352.80078125,52277.69921875,52325.1015625,52325.1015625,0,2024-07-19 11:45:00,35
52325.30078125,52381.0,52312.30078125,52344.1015625,52344.1015625,0,2024-07-19 12:00:00,36
52342.8984375,52376.1015625,52265.8984375,52310.8984375,52310.8984375,0,2024-07-19 12:15:00,37
52309.0,52318.80078125,52200.19921875,52261.69921875,52261.69921875,0,2024-07-19 12:30:00,38
52261.5,52278.1484375,52206.05078125,52211.94921875,52211.94921875,0,2024-07-19 12:45:00,39
52213.55078125,52271.3984375,52182.30078125,52255.3984375,52255.3984375,0,2024-07-19 13:00:00,40
52250.0,52338.1484375,52217.25,52308.30078125,52308.30078125,0,2024-07-19 13:15:00,41
52306.05078125,52361.69921875,52287.94921875,52303.25,52303.25,0,2024-07-19 13:30:00,42
52303.6484375,52384.3984375,52298.80078125,52333.3984375,52333.3984375,0,2024-07-19 13:45:00,43
52328.94921875,52368.0,52246.75,52263.8984375,52263.8984375,0,2024-07-19 14:00:00,44
52264.80078125,52316.05078125,52234.75,52307.8984375,52307.8984375,0,2024-07-19 14:15:00,45
52305.94921875,52324.69921875,52248.6015625,52290.6484375,52290.6484375,0,2024-07-19 14:30:00,46
52290.3515625,52341.1484375,52251.5,52312.6015625,52312.6015625,0,2024-07-19 14:45:00,47
52310.3984375,52339.55078125,52251.80078125,52277.05078125,52277.05078125,0,2024-07-19 15:00:00,48
52281.6015625,52287.44921875,52195.3515625,52221.6015625,52221.6015625,0,2024-07-19 15:15:00,49
52145.6015625,52220.5,51881.75,52047.55078125,52047.55078125,0,2024-07-22 09:15:00,50
52051.5,52331.8515625,52028.8515625,52274.94921875,52274.94921875,0,2024-07-22 09:30:00,51
52269.6484375,52342.8515625,52248.6484375,52342.8515625,52342.8515625,0,2024-07-22 09:45:00,52
52344.05078125,52368.3515625,52275.69921875,52365.44921875,52365.44921875,0,2024-07-22 10:00:00,53
52364.6015625,52422.05078125,52316.69921875,52394.1015625,52394.1015625,0,2024-07-22 10:15:00,54
52394.19921875,52424.80078125,52348.75,52391.80078125,52391.80078125,0,2024-07-22 10:30:00,55
52392.75,52417.80078125,52334.94921875,52338.44921875,52338.44921875,0,2024-07-22 10:45:00,56
52338.75,52356.8984375,52267.55078125,52313.8984375,52313.8984375,0,2024-07-22 11:00:00,57
52314.19921875,52331.05078125,52272.1484375,52305.1015625,52305.1015625,0,2024-07-22 11:15:00,58
52305.75,52329.44921875,52254.1015625,52292.1015625,52292.1015625,0,2024-07-22 11:30:00,59
52291.80078125,52307.3515625,52266.8515625,52266.8515625,52266.8515625,0,2024-07-22 11:45:00,60
52269.8515625,52275.3984375,52230.0,52263.55078125,52263.55078125,0,2024-07-22 12:00:00,61
52264.44921875,52272.1484375,52189.94921875,52208.0,52208.0,0,2024-07-22 12:15:00,62
52207.0,52261.69921875,52165.80078125,52237.0,52237.0,0,2024-07-22 12:30:00,63
52234.30078125,52268.6484375,52204.80078125,52227.25,52227.25,0,2024-07-22 12:45:00,64
52228.25,52266.1484375,52194.3984375,52241.8984375,52241.8984375,0,2024-07-22 13:00:00,65
52242.3984375,52314.05078125,52237.5,52291.75,52291.75,0,2024-07-22 13:15:00,66
52291.30078125,52324.8515625,52263.05078125,52290.05078125,52290.05078125,0,2024-07-22 13:30:00,67
52291.6015625,52320.69921875,52263.8515625,52267.30078125,52267.30078125,0,2024-07-22 13:45:00,68
52267.8984375,52287.6015625,52231.44921875,52243.75,52243.75,0,2024-07-22 14:00:00,69
52244.8515625,52280.30078125,52217.6484375,52268.8515625,52268.8515625,0,2024-07-22 14:15:00,70
52272.55078125,52321.1484375,52248.0,52293.6484375,52293.6484375,0,2024-07-22 14:30:00,71
52292.80078125,52295.30078125,52226.3515625,52270.6015625,52270.6015625,0,2024-07-22 14:45:00,72
52265.0,52332.55078125,52231.19921875,52309.80078125,52309.80078125,0,2024-07-22 15:00:00,73
52312.75,52332.55078125,52262.75,52328.6015625,52328.6015625,0,2024-07-22 15:15:00,74
52441.80078125,52457.44921875,52284.6015625,52345.19921875,52345.19921875,0,2024-07-23 09:15:00,75
52347.30078125,52362.3984375,52089.75,52218.5,52218.5,0,2024-07-23 09:30:00,76
52220.3984375,52286.44921875,52159.0,52232.75,52232.75,0,2024-07-23 09:45:00,77
52234.30078125,52242.6484375,52156.30078125,52219.94921875,52219.94921875,0,2024-07-23 10:00:00,78
52215.1015625,52257.6484375,52124.44921875,52172.75,52172.75,0,2024-07-23 10:15:00,79
52176.55078125,52335.19921875,52154.30078125,52209.1484375,52209.1484375,0,2024-07-23 10:30:00,80
52208.75,52308.44921875,52190.3515625,52271.1015625,52271.1015625,0,2024-07-23 10:45:00,81
52272.1015625,52427.44921875,52272.1015625,52351.1015625,52351.1015625,0,2024-07-23 11:00:00,82
52350.5,52370.5,51808.6015625,52206.6015625,52206.6015625,0,2024-07-23 11:15:00,83
52206.3515625,52244.3984375,52061.25,52130.55078125,52130.55078125,0,2024-07-23 11:30:00,84
52129.55078125,52217.8984375,52018.6015625,52122.44921875,52122.44921875,0,2024-07-23 11:45:00,85
52111.44921875,52249.1015625,52078.6484375,52163.3984375,52163.3984375,0,2024-07-23 12:00:00,86
52167.80078125,52197.25,51602.94921875,51638.69921875,51638.69921875,0,2024-07-23 12:15:00,87
51632.1484375,52061.8515625,51555.30078125,51907.6484375,51907.6484375,0,2024-07-23 12:30:00,88
51909.75,51913.1015625,51641.69921875,51664.30078125,51664.30078125,0,2024-07-23 12:45:00,89
51675.0,51707.3984375,51348.3984375,51359.75,51359.75,0,2024-07-23 13:00:00,90
51363.44921875,51703.1015625,51363.44921875,51637.1015625,51637.1015625,0,2024-07-23 13:15:00,91
51638.25,51696.8515625,51528.5,51631.55078125,51631.55078125,0,2024-07-23 13:30:00,92
51639.75,51778.3984375,51559.25,51749.8515625,51749.8515625,0,2024-07-23 13:45:00,93
51749.69921875,51917.80078125,51715.1015625,51849.1484375,51849.1484375,0,2024-07-23 14:00:00,94
51850.3515625,51868.6015625,51670.5,51712.69921875,51712.69921875,0,2024-07-23 14:15:00,95
51710.05078125,52086.3515625,51692.30078125,52048.25,52048.25,0,2024-07-23 14:30:00,96
52046.6484375,52054.69921875,51796.8515625,51814.55078125,51814.55078125,0,2024-07-23 14:45:00,97
51804.8984375,51887.55078125,51749.55078125,51752.30078125,51752.30078125,0,2024-07-23 15:00:00,98
51747.80078125,51778.5,51661.0,51757.1484375,51757.1484375,0,2024-07-23 15:15:00,99
51657.25,51830.80078125,51539.80078125,51702.8515625,51702.8515625,0,2024-07-24 09:15:00,100
51698.8515625,51933.5,51477.6015625,51619.75,51619.75,0,2024-07-24 09:30:00,101
51612.1484375,51935.3984375,51551.69921875,51848.6015625,51848.6015625,0,2024-07-24 09:45:00,102
51842.6015625,51862.6015625,51638.55078125,51703.55078125,51703.55078125,0,2024-07-24 10:00:00,103
51703.3515625,51831.3984375,51363.25,51392.75,51392.75,0,2024-07-24 10:15:00,104
51388.75,51585.44921875,51388.75,51458.1484375,51458.1484375,0,2024-07-24 10:30:00,105
51461.30078125,51530.3984375,51280.75,51376.19921875,51376.19921875,0,2024-07-24 10:45:00,106
51374.19921875,51398.3515625,51156.55078125,51190.6015625,51190.6015625,0,2024-07-24 11:00:00,107
51190.1484375,51236.94921875,51044.1484375,51060.8984375,51060.8984375,0,2024-07-24 11:15:00,108
51057.3984375,51131.8984375,51011.6015625,51048.6484375,51048.6484375,0,2024-07-24 11:30:00,109
51045.1015625,51171.0,51040.75,51098.8984375,51098.8984375,0,2024-07-24 11:45:00,110
51100.6484375,51147.5,51035.80078125,51071.1484375,51071.1484375,0,2024-07-24 12:00:00,111
51071.8515625,51082.05078125,50788.30078125,50871.1015625,50871.1015625,0,2024-07-24 12:15:00,112
50871.3515625,50933.3984375,50826.05078125,50876.8515625,50876.8515625,0,2024-07-24 12:30:00,113
50871.3984375,50967.0,50865.6484375,50921.80078125,50921.80078125,0,2024-07-24 12:45:00,114
50924.75,51120.55078125,50890.94921875,51102.6484375,51102.6484375,0,2024-07-24 13:00:00,115
51103.0,51200.1015625,51012.55078125,51124.3515625,51124.3515625,0,2024-07-24 13:15:00,116
51125.0,51515.55078125,51104.3984375,51494.5,51494.5,0,2024-07-24 13:30:00,117
51490.25,51491.44921875,51189.05078125,51193.3984375,51193.3984375,0,2024-07-24 13:45:00,118
51193.05078125,51209.1484375,51006.94921875,51034.94921875,51034.94921875,0,2024-07-24 14:00:00,119
51039.3515625,51192.3515625,50994.1015625,51175.05078125,51175.05078125,0,2024-07-24 14:15:00,120
51173.3984375,51334.80078125,51124.55078125,51183.55078125,51183.55078125,0,2024-07-24 14:30:00,121
51180.44921875,51324.80078125,51175.8515625,51291.1484375,51291.1484375,0,2024-07-24 14:45:00,122
51293.30078125,51328.19921875,51208.3984375,51314.44921875,51314.44921875,0,2024-07-24 15:00:00,123
51314.69921875,51462.1484375,51260.1484375,51429.75,51429.75,0,2024-07-24 15:15:00,124
50829.8515625,50989.44921875,50705.25,50793.6015625,50793.6015625,0,2024-07-25 09:15:00,125
50790.0,50882.6484375,50750.3984375,50800.1484375,50800.1484375,0,2024-07-25 09:30:00,126
50795.55078125,50799.25,50622.75,50628.80078125,50628.80078125,0,2024-07-25 09:45:00,127
50631.30078125,50685.3984375,50586.30078125,50636.05078125,50636.05078125,0,2024-07-25 10:00:00,128
50638.05078125,50707.75,50560.3515625,50585.19921875,50585.19921875,0,2024-07-25 10:15:00,129
50588.19921875,50700.0,50573.8515625,50692.75,50692.75,0,2024-07-25 10:30:00,130
50687.3515625,50731.69921875,50651.25,50717.69921875,50717.69921875,0,2024-07-25 10:45:00,131
50722.6484375,50768.25,50711.6484375,50737.25,50737.25,0,2024-07-25 11:00:00,132
50736.3515625,50812.6484375,50696.55078125,50781.80078125,50781.80078125,0,2024-07-25 11:15:00,133
50780.05078125,50879.1484375,50771.0,50840.8984375,50840.8984375,0,2024-07-25 11:30:00,134
50839.75,50865.3515625,50811.0,50844.8515625,50844.8515625,0,2024-07-25 11:45:00,135
50839.8515625,50869.05078125,50783.94921875,50839.6484375,50839.6484375,0,2024-07-25 12:00:00,136
50837.25,50849.8515625,50810.80078125,50823.6484375,50823.6484375,0,2024-07-25 12:15:00,137
50818.94921875,50857.1484375,50778.8984375,50793.1015625,50793.1015625,0,2024-07-25 12:30:00,138
50793.6484375,50861.05078125,50791.6484375,50859.25,50859.25,0,2024-07-25 12:45:00,139
50859.94921875,50879.55078125,50823.6484375,50833.25,50833.25,0,2024-07-25 13:00:00,140
50831.3515625,50864.6015625,50811.69921875,50844.8984375,50844.8984375,0,2024-07-25 13:15:00,141
50843.30078125,50851.8515625,50776.1015625,50790.1484375,50790.1484375,0,2024-07-25 13:30:00,142
50792.1484375,50861.25,50785.05078125,50856.6015625,50856.6015625,0,2024-07-25 13:45:00,143
50860.0,50921.69921875,50848.3515625,50890.3984375,50890.3984375,0,2024-07-25 14:00:00,144
50894.3984375,50936.25,50872.25,50900.69921875,50900.69921875,0,2024-07-25 14:15:00,145
50901.3984375,50924.0,50847.44921875,50855.8984375,50855.8984375,0,2024-07-25 14:30:00,146
50855.80078125,50894.69921875,50841.44921875,50852.3984375,50852.3984375,0,2024-07-25 14:45:00,147
50857.30078125,50928.3515625,50857.30078125,50897.8984375,50897.8984375,0,2024-07-25 15:00:00,148
50898.55078125,50898.55078125,50853.80078125,50886.55078125,50886.55078125,0,2024-07-25 15:15:00,149
50491.8515625,50875.1484375,50491.8515625,50718.6484375,50718.6484375,0,2024-07-26 09:15:00,150
50724.8984375,50842.6484375,50680.30078125,50770.94921875,50770.94921875,0,2024-07-26 09:30:00,151
50772.1484375,50786.3515625,50616.94921875,50762.6484375,50762.6484375,0,2024-07-26 09:45:00,152
50759.5,50818.1484375,50693.80078125,50722.1484375,50722.1484375,0,2024-07-26 10:00:00,153
50722.3984375,50785.6484375,50721.19921875,50750.0,50750.0,0,2024-07-26 10:15:00,154
50747.8515625,50782.8984375,50737.44921875,50740.3515625,50740.3515625,0,2024-07-26 10:30:00,155
50745.8984375,50756.5,50706.3984375,50737.44921875,50737.44921875,0,2024-07-26 10:45:00,156
50737.55078125,50946.44921875,50728.3984375,50895.30078125,50895.30078125,0,2024-07-26 11:00:00,157
50891.44921875,50923.0,50885.44921875,50896.55078125,50896.55078125,0,2024-07-26 11:15:00,158
50899.5,50924.3984375,50851.5,50917.8984375,50917.8984375,0,2024-07-26 11:30:00,159
50916.55078125,50977.1015625,50900.19921875,50960.1484375,50960.1484375,0,2024-07-26 11:45:00,160
50960.44921875,50987.1484375,50873.55078125,50878.8515625,50878.8515625,0,2024-07-26 12:00:00,161
50878.1484375,50923.1015625,50863.0,50912.8515625,50912.8515625,0,2024-07-26 12:15:00,162
50916.05078125,51063.44921875,50910.69921875,51061.55078125,51061.55078125,0,2024-07-26 12:30:00,163
51061.30078125,51080.25,51023.1484375,51062.75,51062.75,0,2024-07-26 12:45:00,164
51062.1484375,51200.19921875,51048.8515625,51200.0,51200.0,0,2024-07-26 13:00:00,165
51205.1484375,51224.25,51160.30078125,51186.8984375,51186.8984375,0,2024-07-26 13:15:00,166
51188.19921875,51273.19921875,51160.55078125,51232.25,51232.25,0,2024-07-26 13:30:00,167
51228.80078125,51321.6015625,51178.94921875,51238.8515625,51238.8515625,0,2024-07-26 13:45:00,168
51229.1015625,51259.80078125,51179.0,51222.75,51222.75,0,2024-07-26 14:00:00,169
51223.80078125,51248.8984375,51136.94921875,51195.19921875,51195.19921875,0,2024-07-26 14:15:00,170
51197.80078125,51256.6015625,51185.8984375,51249.44921875,51249.44921875,0,2024-07-26 14:30:00,171
51248.1015625,51338.19921875,51233.30078125,51328.8984375,51328.8984375,0,2024-07-26 14:45:00,172
51325.30078125,51344.05078125,51230.1484375,51321.25,51321.25,0,2024-07-26 15:00:00,173
51319.5,51385.5,51264.8984375,51352.75,51352.75,0,2024-07-26 15:15:00,174
51596.0,51847.44921875,51480.1484375,51759.25,51759.25,0,2024-07-29 09:15:00,175
51763.44921875,51936.6015625,51741.94921875,51930.30078125,51930.30078125,0,2024-07-29 09:30:00,176
51931.30078125,51949.75,51751.1484375,51814.44921875,51814.44921875,0,2024-07-29 09:45:00,177
51814.69921875,51880.8984375,51754.05078125,51798.94921875,51798.94921875,0,2024-07-29 10:00:00,178
51798.5,51896.75,51778.75,51879.94921875,51879.94921875,0,2024-07-29 10:15:00,179
51876.8515625,51898.6015625,51834.30078125,51867.3984375,51867.3984375,0,2024-07-29 10:30:00,180
51865.6484375,52113.1015625,51865.30078125,52097.55078125,52097.55078125,0,2024-07-29 10:45:00,181
52099.8984375,52180.6484375,52099.8984375,52130.3515625,52130.3515625,0,2024-07-29 11:00:00,182
52130.44921875,52195.05078125,52102.1484375,52137.8984375,52137.8984375,0,2024-07-29 11:15:00,183
52137.1015625,52242.8515625,52104.3984375,52229.6015625,52229.6015625,0,2024-07-29 11:30:00,184
52232.8984375,52338.6015625,52228.75,52256.25,52256.25,0,2024-07-29 11:45:00,185
52256.75,52308.3984375,51737.0,51833.80078125,51833.80078125,0,2024-07-29 12:00:00,186
51829.1484375,51866.8984375,51197.8984375,51586.25,51586.25,0,2024-07-29 12:15:00,187
51586.94921875,51742.1015625,51496.6484375,51687.1484375,51687.1484375,0,2024-07-29 12:30:00,188
51688.25,51762.6484375,51587.30078125,51736.8515625,51736.8515625,0,2024-07-29 12:45:00,189
51737.6015625,51778.44921875,51512.30078125,51516.8515625,51516.8515625,0,2024-07-29 13:00:00,190
51521.8984375,51682.94921875,51512.30078125,51643.55078125,51643.55078125,0,2024-07-29 13:15:00,191
51647.5,51717.6484375,51619.6484375,51677.44921875,51677.44921875,0,2024-07-29 13:30:00,192
51673.75,51687.05078125,51468.69921875,51479.19921875,51479.19921875,0,2024-07-29 13:45:00,193
51480.30078125,51496.19921875,51343.75,51352.0,51352.0,0,2024-07-29 14:00:00,194
51345.3515625,51453.05078125,51264.6484375,51453.05078125,51453.05078125,0,2024-07-29 14:15:00,195
51452.5,51548.6484375,51426.6015625,51481.80078125,51481.80078125,0,2024-07-29 14:30:00,196
51484.55078125,51590.3515625,51458.55078125,51553.05078125,51553.05078125,0,2024-07-29 14:45:00,197
51553.80078125,51617.8515625,51283.3515625,51311.8515625,51311.8515625,0,2024-07-29 15:00:00,198
51311.3515625,51395.05078125,51293.44921875,51389.6015625,51389.6015625,0,2024-07-29 15:15:00,199
51419.3515625,51498.8984375,51267.1015625,51370.19921875,51370.19921875,0,2024-07-30 09:15:00,200
51372.30078125,51598.69921875,51370.3984375,51588.25,51588.25,0,2024-07-30 09:30:00,201
51584.05078125,51601.55078125,51345.55078125,51438.30078125,51438.30078125,0,2024-07-30 09:45:00,202
51440.3984375,51486.75,51305.1484375,51470.1015625,51470.1015625,0,2024-07-30 10:00:00,203
51472.05078125,51614.75,51448.1484375,51590.8515625,51590.8515625,0,2024-07-30 10:15:00,204
51591.6015625,51690.6015625,51516.55078125,51667.6015625,51667.6015625,0,2024-07-30 10:30:00,205
51676.8984375,51702.44921875,51576.6484375,51698.44921875,51698.44921875,0,2024-07-30 10:45:00,206
51700.05078125,51700.05078125,51610.6015625,51645.1015625,51645.1015625,0,2024-07-30 11:00:00,207
51645.19921875,51710.05078125,51642.25,51682.3984375,51682.3984375,0,2024-07-30 11:15:00,208
51682.3515625,51783.69921875,51677.80078125,51758.1015625,51758.1015625,0,2024-07-30 11:30:00,209
51761.05078125,51762.6484375,51666.8515625,51704.05078125,51704.05078125,0,2024-07-30 11:45:00,210
51704.1015625,51718.75,51649.75,51689.1484375,51689.1484375,0,2024-07-30 12:00:00,211
51690.6015625,51736.0,51671.75,51708.19921875,51708.19921875,0,2024-07-30 12:15:00,212
51706.94921875,51738.1484375,51689.94921875,51706.5,51706.5,0,2024-07-30 12:30:00,213
51698.30078125,51736.1015625,51676.1484375,51712.80078125,51712.80078125,0,2024-07-30 12:45:00,214
51714.69921875,51952.75,51698.94921875,51802.6015625,51802.6015625,0,2024-07-30 13:00:00,215
51797.30078125,51838.44921875,51627.75,51678.25,51678.25,0,2024-07-30 13:15:00,216
51678.94921875,51817.0,51642.05078125,51814.05078125,51814.05078125,0,2024-07-30 13:30:00,217
51809.25,51866.5,51782.94921875,51840.44921875,51840.44921875,0,2024-07-30 13:45:00,218
51844.80078125,51862.8515625,51768.1015625,51795.5,51795.5,0,2024-07-30 14:00:00,219
51795.8515625,51892.8515625,51795.8515625,51840.30078125,51840.30078125,0,2024-07-30 14:15:00,220
51842.3515625,51922.55078125,51809.3515625,51875.55078125,51875.55078125,0,2024-07-30 14:30:00,221
51871.30078125,51876.94921875,51686.25,51714.5,51714.5,0,2024-07-30 14:45:00,222
51715.80078125,51719.44921875,51413.19921875,51462.3515625,51462.3515625,0,2024-07-30 15:00:00,223
51460.8984375,51510.8515625,51390.6015625,51426.1484375,51426.1484375,0,2024-07-30 15:15:00,224
51561.75,51576.75,51446.80078125,51549.30078125,51549.30078125,0,2024-07-31 09:15:00,225
51549.6015625,51552.6484375,51396.5,51479.1015625,51479.1015625,0,2024-07-31 09:30:00,226
51472.44921875,51526.30078125,51439.05078125,51518.55078125,51518.55078125,0,2024-07-31 09:45:00,227
51515.05078125,51617.6484375,51488.44921875,51606.8515625,51606.8515625,0,2024-07-31 10:00:00,228
51603.3515625,51658.8984375,51530.19921875,51588.1015625,51588.1015625,0,2024-07-31 10:15:00,229
51587.1484375,51610.25,51562.0,51592.1015625,51592.1015625,0,2024-07-31 10:30:00,230
51591.80078125,51612.69921875,51537.80078125,51552.44921875,51552.44921875,0,2024-07-31 10:45:00,231
51552.6015625,51589.8515625,51523.19921875,51557.1484375,51557.1484375,0,2024-07-31 11:00:00,232
51555.44921875,51571.8515625,51404.8984375,51405.44921875,51405.44921875,0,2024-07-31 11:15:00,233
51411.44921875,51512.55078125,51400.1015625,51493.19921875,51493.19921875,0,2024-07-31 11:30:00,234
51488.30078125,51511.94921875,51462.5,51469.5,51469.5,0,2024-07-31 11:45:00,235
51467.8984375,51511.25,51448.05078125,51479.44921875,51479.44921875,0,2024-07-31 12:00:00,236
51475.8984375,51498.3515625,51449.30078125,51493.55078125,51493.55078125,0,2024-07-31 12:15:00,237
51488.5,51497.5,51444.8984375,51475.3515625,51475.3515625,0,2024-07-31 12:30:00,238
51469.5,51579.80078125,51463.55078125,51498.3984375,51498.3984375,0,2024-07-31 12:45:00,239
51494.44921875,51515.8515625,51460.30078125,51498.05078125,51498.05078125,0,2024-07-31 13:00:00,240
51491.05078125,51535.3515625,51484.5,51511.0,51511.0,0,2024-07-31 13:15:00,241
51509.05078125,51541.25,51354.6015625,51434.75,51434.75,0,2024-07-31 13:30:00,242
51426.6484375,51470.3515625,51404.6015625,51445.5,51445.5,0,2024-07-31 13:45:00,243
51443.6484375,51448.1015625,51337.8984375,51385.69921875,51385.69921875,0,2024-07-31 14:00:00,244
51385.6484375,51458.0,51363.3984375,51445.8984375,51445.8984375,0,2024-07-31 14:15:00,245
51442.25,51504.55078125,51419.6484375,51459.1015625,51459.1015625,0,2024-07-31 14:30:00,246
51460.44921875,51520.1484375,51436.44921875,51480.6484375,51480.6484375,0,2024-07-31 14:45:00,247
51476.19921875,51583.44921875,51469.05078125,51547.44921875,51547.44921875,0,2024-07-31 15:00:00,248
51549.0,51661.8515625,51542.6484375,51621.94921875,51621.94921875,0,2024-07-31 15:15:00,249
51672.6015625,51874.44921875,51672.6015625,51860.6015625,51860.6015625,0,2024-08-01 09:15:00,250
51855.75,51867.8984375,51757.0,51787.75,51787.75,0,2024-08-01 09:30:00,251
51782.19921875,51814.75,51702.1015625,51741.75,51741.75,0,2024-08-01 09:45:00,252
51743.5,51754.3515625,51646.05078125,51692.55078125,51692.55078125,0,2024-08-01 10:00:00,253
51688.80078125,51766.6015625,51688.80078125,51711.75,51711.75,0,2024-08-01 10:15:00,254
51712.05078125,51756.1015625,51707.55078125,51728.75,51728.75,0,2024-08-01 10:30:00,255
51728.25,51754.55078125,51667.6015625,51698.1484375,51698.1484375,0,2024-08-01 10:45:00,256
51697.05078125,51779.25,51688.94921875,51750.30078125,51750.30078125,0,2024-08-01 11:00:00,257
51749.6015625,51765.3984375,51729.25,51755.44921875,51755.44921875,0,2024-08-01 11:15:00,258
51751.69921875,51764.5,51695.0,51704.3515625,51704.3515625,0,2024-08-01 11:30:00,259
51705.05078125,51727.8515625,51685.69921875,51707.6015625,51707.6015625,0,2024-08-01 11:45:00,260
51708.44921875,51755.3984375,51689.19921875,51711.0,51711.0,0,2024-08-01 12:00:00,261
51706.6484375,51723.30078125,51587.1484375,51617.1484375,51617.1484375,0,2024-08-01 12:15:00,262
51613.1484375,51647.3984375,51581.25,51628.6484375,51628.6484375,0,2024-08-01 12:30:00,263
51630.25,51653.19921875,51614.55078125,51645.69921875,51645.69921875,0,2024-08-01 12:45:00,264
51645.75,51706.75,51640.55078125,51693.55078125,51693.55078125,0,2024-08-01 13:00:00,265
51694.1484375,51721.30078125,51661.44921875,51661.8515625,51661.8515625,0,2024-08-01 13:15:00,266
51660.8984375,51696.1015625,51652.5,51656.44921875,51656.44921875,0,2024-08-01 13:30:00,267
51656.19921875,51696.30078125,51647.6015625,51655.44921875,51655.44921875,0,2024-08-01 13:45:00,268
51653.94921875,51665.5,51565.8984375,51569.1015625,51569.1015625,0,2024-08-01 14:00:00,269
51568.55078125,51588.25,51460.30078125,51494.1484375,51494.1484375,0,2024-08-01 14:15:00,270
51494.19921875,51595.80078125,51467.3515625,51574.30078125,51574.30078125,0,2024-08-01 14:30:00,271
51573.3515625,51591.75,51502.05078125,51518.94921875,51518.94921875,0,2024-08-01 14:45:00,272
51519.8984375,51573.69921875,51456.5,51571.6484375,51571.6484375,0,2024-08-01 15:00:00,273
51571.30078125,51639.1484375,51570.1484375,51606.44921875,51606.44921875,0,2024-08-01 15:15:00,274
51199.8984375,51347.05078125,51091.94921875,51317.80078125,51317.80078125,0,2024-08-02 09:15:00,275
51319.75,51376.19921875,51249.94921875,51255.80078125,51255.80078125,0,2024-08-02 09:30:00,276
51258.0,51299.3984375,51189.80078125,51218.44921875,51218.44921875,0,2024-08-02 09:45:00,277
